Facility ID,Facility Criteria Exception Name,Facility Criteria Exception Reason
4127260,Width,should be between 3 and 30
4127292,Length,should be between 4 and 50
4127292,Width,should be between 3 and 30
4127445,Stations,should be between 5 and 700
4127498,Stations,should be between 5 and 700
4127512,Length,should be between 17 and 26
4127512,Width,should be between 9 and 18
4127523,Length,should be between 4 and 50
4127523,Width,should be between 3 and 30
4127714,Stations,should be between 5 and 700
4127715,Length,should be between 4 and 50
4127715,Width,should be between 3 and 30
4127730,Stations,should be between 5 and 700
4133954,Stations,should be between 5 and 700
4135288,Stations,should be between 5 and 700
4135289,Length,should be between 4 and 50
4135289,Width,should be between 3 and 30
4135290,Length,should be between 4 and 50
4135290,Width,should be between 3 and 30
4135533,Length,should be between 4 and 50
4135533,Width,should be between 3 and 30
4135657,Length,should be between 4 and 50
4135657,Width,should be between 3 and 30
4146316,Length,should be between 4 and 50
4146316,Width,should be between 3 and 30
4146466,Length,should be between 4 and 50
4146466,Width,should be between 3 and 30
4147956,Length,should be between 17 and 26
4147956,Width,should be between 9 and 18
4148475,Length,should be between 17 and 26
4148475,Width,should be between 9 and 18
4148753,Stations,should be between 5 and 700
4149339,Length,should be between 4 and 50
4149339,Width,should be between 3 and 30
4115274,Length,should be between 4 and 50
4115274,Width,should be between 3 and 30
2039380,Stations,should be between 5 and 700
2200926,Bays,should be between 5 and 100
2200926,Length,should be between 100 and 500
4038066,Length,should be between 17 and 26
4038066,Width,should be between 9 and 18
4027206,Length,should be between 4 and 50
4027206,Width,should be between 3 and 30
4029627,OvalTrackLength,should be 400
4029627,SprintStraightLength,should be between 100 and 150
4029627,StraightTrackLanes,should be between 4 and 12
2103341,Width,should be between 53 and 100
4108819,Length,should be between 17 and 26
4108819,Width,should be between 9 and 18
4009506,OvalTrackLength,should be 400
4009506,SprintStraightLength,should be between 100 and 150
4009506,StraightTrackLanes,should be between 4 and 12
4070384,OvalTrackLength,should be 400
4070384,SprintStraightLength,should be between 100 and 150
4070384,StraightTrackLanes,should be between 4 and 12
2028055,Length,should be between 17 and 26
2028055,Width,should be between 9 and 18
4028056,Length,should be between 17 and 26
4028056,Width,should be between 9 and 18
4070984,Length,should be between 4 and 50
4070984,Width,should be between 3 and 30
2092421,Length,should be between 800 and 9000
4070452,Length,should be between 4 and 50
4070452,Width,should be between 3 and 30
2084845,Stations,should be between 5 and 700
2038491,Length,should be between 17 and 26
2038491,Width,should be between 9 and 18
2039957,OvalTrackLength,should be 400
2039957,SprintStraightLength,should be between 100 and 150
2039957,StraightTrackLanes,should be between 4 and 12
4029705,OvalTrackLength,should be 400
4029705,SprintStraightLength,should be between 100 and 150
4029705,StraightTrackLanes,should be between 4 and 12
4126480,Length,should be between 17 and 26
4126480,Width,should be between 9 and 18
4126481,Length,should be between 17 and 26
4126481,Width,should be between 9 and 18
4126483,Length,should be between 4 and 50
4126483,Width,should be between 3 and 30
2074847,Length,should be between 17 and 26
2074847,Width,should be between 9 and 18
2070804,Length,should be between 17 and 26
2070804,Width,should be between 9 and 18
2204566,Length,should be between 17 and 26
2080957,Length,should be between 17 and 26
2080957,Width,should be between 9 and 18
4100375,Length,should be between 17 and 26
4100375,Width,should be between 9 and 18
4114931,Length,should be between 4 and 50
4114931,Width,should be between 3 and 30
2206418,OvalTrackLength,should be 400
2206418,SprintStraightLength,should be between 100 and 150
2206418,StraightTrackLanes,should be between 4 and 12
2206457,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2070492,Length,should be between 17 and 26
2070492,Width,should be between 9 and 18
2040208,Length,should be between 17 and 26
2040208,Width,should be between 9 and 18
2040209,Length,should be between 17 and 26
2040209,Width,should be between 9 and 18
4038088,Length,should be between 4 and 50
4038088,Width,should be between 3 and 30
4102147,Length,should be between 4 and 50
4102147,Width,should be between 3 and 30
2071958,Length,should be between 17 and 26
2071958,Width,should be between 9 and 18
2207626,Length,should be between 17 and 26
2207626,Width,should be between 9 and 18
2074545,Length,should be between 17 and 26
2074545,Width,should be between 9 and 18
4070497,Length,should be between 4 and 50
4070497,Width,should be between 3 and 30
2079141,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2208105,Length,should be between 17 and 26
2208105,Width,should be between 9 and 18
4107367,Length,should be between 17 and 26
4107367,Width,should be between 9 and 18
2208174,Length,should be between 17 and 26
2208174,Width,should be between 9 and 18
2208175,Length,should be between 17 and 26
2208175,Width,should be between 9 and 18
4117845,Width,should be between 53 and 100
4098272,Length,should be between 4 and 50
4098272,Width,should be between 3 and 30
4115300,Width,should be between 53 and 100
4077936,Length,should be between 4 and 50
4077936,Width,should be between 3 and 30
2070833,Length,should be between 17 and 26
2070833,Width,should be between 9 and 18
2070834,Length,should be between 17 and 26
2070834,Width,should be between 9 and 18
2208372,OvalTrackLanes,should be between 4 and 10
2208372,OvalTrackLength,should be 400
2208372,SprintStraightLength,should be between 100 and 150
2208372,StraightTrackLanes,should be between 4 and 12
2208539,Length,should be between 17 and 26
2208539,Width,should be between 9 and 18
2208570,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2208596,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2208655,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4029678,OvalTrackLength,should be 400
4029678,SprintStraightLength,should be between 100 and 150
4029678,StraightTrackLanes,should be between 4 and 12
2087893,Length,should be between 17 and 26
2087893,Width,should be between 9 and 18
4029679,OvalTrackLength,should be 400
4029679,SprintStraightLength,should be between 100 and 150
4029679,StraightTrackLanes,should be between 4 and 12
2209065,Length,should be between 17 and 26
2209065,Width,should be between 9 and 18
4103218,Length,should be between 4 and 50
4103218,Width,should be between 3 and 30
2209365,Length,should be between 17 and 26
2209365,Width,should be between 9 and 18
2209772,Length,should be between 17 and 26
2209772,Width,should be between 9 and 18
2095449,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2095451,Width,should be between 53 and 100
4095450,Length,should be between 4 and 50
4095450,Width,should be between 3 and 30
2210098,Length,should be between 17 and 26
2210098,Width,should be between 9 and 18
4031179,Length,should be between 17 and 26
4031179,Width,should be between 9 and 18
4079309,Length,should be between 4 and 50
4079309,Width,should be between 3 and 30
4079310,Length,should be between 4 and 50
4079310,Width,should be between 3 and 30
2210768,Length,should be between 17 and 26
2210768,Width,should be between 9 and 18
4031305,Length,should be between 17 and 26
4031305,Width,should be between 9 and 18
2210793,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4097311,Length,should be between 4 and 50
4097311,Width,should be between 3 and 30
2211193,Length,should be between 17 and 26
2211193,Width,should be between 9 and 18
2211194,Length,should be between 17 and 26
2211194,Width,should be between 9 and 18
2211847,Length,should be between 17 and 26
2211847,Width,should be between 9 and 18
2211871,Length,should be between 17 and 26
2211871,Width,should be between 9 and 18
4031577,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4105856,Length,should be between 4 and 50
4105857,Length,should be between 4 and 50
4105857,Width,should be between 3 and 30
2213153,Length,should be between 17 and 26
2213153,Width,should be between 9 and 18
4033957,Length,should be between 17 and 26
4033957,Width,should be between 9 and 18
4033958,Length,should be between 17 and 26
4033958,Width,should be between 9 and 18
4033959,Length,should be between 17 and 26
4033959,Width,should be between 9 and 18
2038706,Length,should be between 17 and 26
2038706,Width,should be between 9 and 18
2214228,Length,should be between 17 and 26
2214228,Width,should be between 9 and 18
2214233,Length,should be between 17 and 26
2214233,Width,should be between 9 and 18
2214358,Length,should be between 17 and 26
2214358,Width,should be between 9 and 18
2214384,Length,should be between 17 and 26
2214384,Width,should be between 9 and 18
2214436,Length,should be between 17 and 26
2214436,Width,should be between 9 and 18
2214576,Length,should be between 17 and 26
2214576,Width,should be between 9 and 18
2214591,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2214599,Length,should be between 17 and 26
2214599,Width,should be between 9 and 18
2214683,Length,should be between 17 and 26
2214683,Width,should be between 9 and 18
2214816,Length,should be between 17 and 26
2214816,Width,should be between 9 and 18
2214817,Length,should be between 17 and 26
2214817,Width,should be between 9 and 18
2214839,Length,should be between 17 and 26
2214839,Width,should be between 9 and 18
2078977,Length,should be between 17 and 26
2078977,Width,should be between 9 and 18
2214875,Length,should be between 17 and 26
2214875,Width,should be between 9 and 18
2214957,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2070557,Length,should be between 17 and 26
2070557,Width,should be between 9 and 18
2070558,Length,should be between 17 and 26
2070558,Width,should be between 9 and 18
2215054,Length,should be between 17 and 26
2215054,Width,should be between 9 and 18
4032261,Length,should be between 17 and 26
4032261,Width,should be between 9 and 18
2215317,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2215449,Length,should be between 17 and 26
2215449,Width,should be between 9 and 18
2215450,Length,should be between 17 and 26
2215450,Width,should be between 9 and 18
4039207,Length,should be between 4 and 50
30006014,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2215812,Length,should be between 17 and 26
2215812,Width,should be between 9 and 18
2215838,Length,should be between 17 and 26
2215838,Width,should be between 9 and 18
4032351,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2215868,Length,should be between 17 and 26
2215868,Width,should be between 9 and 18
2221642,Length,should be between 17 and 26
2221642,Width,should be between 9 and 18
2070517,Length,should be between 17 and 26
2070517,Width,should be between 9 and 18
4070519,Length,should be between 4 and 50
4070519,Width,should be between 3 and 30
4093320,Length,should be between 4 and 50
4093320,Width,should be between 3 and 30
2070490,Length,should be between 17 and 26
2070490,Width,should be between 9 and 18
4107514,Length,should be between 17 and 26
4107514,Width,should be between 9 and 18
2216496,Length,should be between 17 and 26
2216496,Width,should be between 9 and 18
2078787,Length,should be between 17 and 26
2078787,Width,should be between 9 and 18
2216848,Length,should be between 17 and 26
2216848,Width,should be between 9 and 18
4107121,Length,should be between 4 and 50
4107121,Width,should be between 3 and 30
2216984,Length,should be between 17 and 26
2216984,Width,should be between 9 and 18
2216985,Length,should be between 17 and 26
2216985,Width,should be between 9 and 18
2217060,Length,should be between 17 and 26
2217060,Width,should be between 9 and 18
2217137,Length,should be between 17 and 26
2217137,Width,should be between 9 and 18
2217529,Length,should be between 17 and 26
2217529,Width,should be between 9 and 18
2217554,Length,should be between 17 and 26
2217554,Width,should be between 9 and 18
2217593,Length,should be between 17 and 26
2217593,Width,should be between 9 and 18
2217595,Length,should be between 17 and 26
2217595,Width,should be between 9 and 18
2217596,Length,should be between 17 and 26
2217596,Width,should be between 9 and 18
2217624,Length,should be between 17 and 26
2217624,Width,should be between 9 and 18
4108408,Length,should be between 4 and 50
4108408,Width,should be between 3 and 30
4032741,Length,should be between 17 and 26
4032741,Width,should be between 9 and 18
4032742,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2218040,Length,should be between 17 and 26
2218040,Width,should be between 9 and 18
2218078,Length,should be between 17 and 26
2218078,Width,should be between 9 and 18
2218398,Length,should be between 17 and 26
2218398,Width,should be between 9 and 18
2218661,Length,should be between 17 and 26
2218661,Width,should be between 9 and 18
4108956,Length,should be between 4 and 50
4108956,Width,should be between 3 and 30
4108957,Length,should be between 4 and 50
4108957,Width,should be between 3 and 30
2219099,Length,should be between 17 and 26
2219099,Width,should be between 9 and 18
2219330,Length,should be between 17 and 26
2219330,Width,should be between 9 and 18
4102558,Length,should be between 17 and 26
4102558,Width,should be between 9 and 18
2220099,Length,should be between 17 and 26
2220099,Width,should be between 9 and 18
2221140,Length,should be between 17 and 26
2221140,Width,should be between 9 and 18
2221194,Length,should be between 17 and 26
2221194,Width,should be between 9 and 18
2221199,Length,should be between 17 and 26
2221199,Width,should be between 9 and 18
2221226,Length,should be between 17 and 26
2221226,Width,should be between 9 and 18
2221412,Length,should be between 17 and 26
2221412,Width,should be between 9 and 18
2221604,Length,should be between 17 and 26
2221604,Width,should be between 9 and 18
2079279,Length,should be between 17 and 26
2079279,Width,should be between 9 and 18
2221621,Length,should be between 17 and 26
2221621,Width,should be between 9 and 18
2221627,Length,should be between 17 and 26
2221627,Width,should be between 9 and 18
2070829,Length,should be between 17 and 26
2070829,Width,should be between 9 and 18
2222054,Length,should be between 17 and 26
2222054,Width,should be between 9 and 18
2222055,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2222068,Length,should be between 17 and 26
2222068,Width,should be between 9 and 18
2222197,Length,should be between 17 and 26
2222197,Width,should be between 9 and 18
2222200,Length,should be between 17 and 26
2222200,Width,should be between 9 and 18
4106110,Length,should be between 17 and 26
4106110,Width,should be between 9 and 18
2222213,Length,should be between 17 and 26
2222213,Width,should be between 9 and 18
2222246,Length,should be between 17 and 26
2222246,Width,should be between 9 and 18
4108294,Length,should be between 17 and 26
4108294,Width,should be between 9 and 18
2222665,Length,should be between 17 and 26
2222665,Width,should be between 9 and 18
4034424,Length,should be between 17 and 26
4034424,Width,should be between 9 and 18
2074477,Length,should be between 17 and 26
2074477,Width,should be between 9 and 18
4096846,Length,should be between 4 and 50
4096846,Width,should be between 3 and 30
2223099,Length,should be between 17 and 26
2223099,Width,should be between 9 and 18
2223319,OvalTrackLength,should be 400
2223319,SprintStraightLength,should be between 100 and 150
2223319,StraightTrackLanes,should be between 4 and 12
2223335,Length,should be between 17 and 26
2223335,Width,should be between 9 and 18
2223636,Length,should be between 17 and 26
2223636,Width,should be between 9 and 18
4104567,Length,should be between 4 and 50
4104567,Width,should be between 3 and 30
4112916,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2082190,Length,should be between 17 and 26
2082190,Width,should be between 9 and 18
2081120,Length,should be between 17 and 26
2081120,Width,should be between 9 and 18
4106449,Length,should be between 17 and 26
4106449,Width,should be between 9 and 18
2081044,Length,should be between 17 and 26
2081044,Width,should be between 9 and 18
2081238,Length,should be between 17 and 26
2081238,Width,should be between 9 and 18
2090051,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2009652,OvalTrackLength,should be 400
2009652,SprintStraightLength,should be between 100 and 150
2009652,StraightTrackLanes,should be between 4 and 12
2084260,Length,should be between 17 and 26
2084260,Width,should be between 9 and 18
2082202,Length,should be between 17 and 26
2082202,Width,should be between 9 and 18
2081061,Length,should be between 17 and 26
2081061,Width,should be between 9 and 18
2080936,Length,should be between 17 and 26
2080936,Width,should be between 9 and 18
2080935,Length,should be between 17 and 26
2080935,Width,should be between 9 and 18
4111939,Length,should be between 17 and 26
4111939,Width,should be between 9 and 18
4081181,Length,should be between 4 and 50
4081181,Width,should be between 3 and 30
2095373,Length,should be between 17 and 26
2095373,Width,should be between 9 and 18
2089981,Length,should be between 800 and 9000
2081210,Length,should be between 17 and 26
2081210,Width,should be between 9 and 18
2081119,Length,should be between 17 and 26
2081119,Width,should be between 9 and 18
2081140,Length,should be between 17 and 26
2081140,Width,should be between 9 and 18
4114541,Length,should be between 4 and 50
4114541,Width,should be between 3 and 30
2082210,Length,should be between 17 and 26
2082210,Width,should be between 9 and 18
2086509,Length,should be between 17 and 26
2086509,Width,should be between 9 and 18
2080915,Width,should be between 9 and 18
2082973,Length,should be between 17 and 26
2082973,Width,should be between 9 and 18
2009407,OvalTrackLength,should be 400
2009407,SprintStraightLength,should be between 100 and 150
2009407,StraightTrackLanes,should be between 4 and 12
2081124,Length,should be between 17 and 26
2081124,Width,should be between 9 and 18
2081136,Length,should be between 17 and 26
2081136,Width,should be between 9 and 18
2081006,Length,should be between 17 and 26
2081006,Width,should be between 9 and 18
2081020,Length,should be between 17 and 26
2081020,Width,should be between 9 and 18
2078912,Length,should be between 17 and 26
2078912,Width,should be between 9 and 18
2081002,Length,should be between 17 and 26
2081002,Width,should be between 9 and 18
2090455,Length,should be between 17 and 26
2090455,Width,should be between 9 and 18
2081065,Length,should be between 17 and 26
2081065,Width,should be between 9 and 18
2082955,Length,should be between 17 and 26
2082955,Width,should be between 9 and 18
2082956,Length,should be between 17 and 26
2082956,Width,should be between 9 and 18
2081078,Length,should be between 17 and 26
2081078,Width,should be between 9 and 18
2081241,Length,should be between 17 and 26
2081241,Width,should be between 9 and 18
2097352,Length,should be between 17 and 26
2097352,Width,should be between 9 and 18
2081247,Length,should be between 17 and 26
2081247,Width,should be between 9 and 18
2081051,Length,should be between 17 and 26
2081051,Width,should be between 9 and 18
2081052,Length,should be between 17 and 26
2081052,Width,should be between 9 and 18
2082192,Length,should be between 17 and 26
2082192,Width,should be between 9 and 18
2081159,Length,should be between 17 and 26
2081159,Width,should be between 9 and 18
2081167,Length,should be between 17 and 26
2081167,Width,should be between 9 and 18
2080933,Length,should be between 17 and 26
2080933,Width,should be between 9 and 18
2080984,Length,should be between 17 and 26
2088215,Length,should be between 17 and 26
2088215,Width,should be between 9 and 18
4112991,Length,should be between 17 and 26
4112991,Width,should be between 9 and 18
2082212,Length,should be between 17 and 26
2082212,Width,should be between 9 and 18
4108814,Length,should be between 17 and 26
4108814,Width,should be between 9 and 18
2081031,Length,should be between 17 and 26
2081031,Width,should be between 9 and 18
2094577,Length,should be between 17 and 26
2094577,Width,should be between 9 and 18
30009550,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2009267,OvalTrackLength,should be 400
2009267,SprintStraightLength,should be between 100 and 150
2009267,StraightTrackLanes,should be between 4 and 12
30012235,OvalTrackLength,should be 400
30012235,SprintStraightLength,should be between 100 and 150
30012235,StraightTrackLanes,should be between 4 and 12
4000084,Width,should be between 3 and 30
4110123,Length,should be between 4 and 50
4110123,Width,should be between 3 and 30
2000140,Length,should be between 17 and 26
2000140,Width,should be between 9 and 18
4000208,Length,should be between 4 and 50
4000208,Width,should be between 3 and 30
4000210,Length,should be between 4 and 50
4000210,Width,should be between 3 and 30
4000211,Length,should be between 4 and 50
4000211,Width,should be between 3 and 30
4000319,Length,should be between 4 and 50
4000319,Width,should be between 3 and 30
4000328,Length,should be between 4 and 50
4000328,Width,should be between 3 and 30
4000335,Length,should be between 4 and 50
4000335,Width,should be between 3 and 30
4000339,Length,should be between 4 and 50
4000339,Width,should be between 3 and 30
4000084,Length,should be between 4 and 50
4000084,Width,should be between 3 and 30
4110123,Length,should be between 4 and 50
4110123,Width,should be between 3 and 30
2000140,Length,should be between 17 and 26
2000140,Width,should be between 9 and 18
4000208,Length,should be between 4 and 50
4000208,Width,should be between 3 and 30
4000210,Length,should be between 4 and 50
4000210,Width,should be between 3 and 30
4000211,Length,should be between 4 and 50
4000211,Width,should be between 3 and 30
4000319,Length,should be between 4 and 50
4000319,Width,should be between 3 and 30
4000328,Length,should be between 4 and 50
4000328,Width,should be between 3 and 30
4000335,Length,should be between 4 and 50
4000335,Width,should be between 3 and 30
4000339,Length,should be between 4 and 50
4000340,Length,should be between 4 and 50
4000340,Width,should be between 3 and 30
4000341,Length,should be between 4 and 50
4000341,Width,should be between 3 and 30
2028809,Length,should be between 17 and 26
2028809,Width,should be between 9 and 18
4000344,Length,should be between 4 and 50
4000344,Width,should be between 3 and 30
4000347,Length,should be between 4 and 50
4000347,Width,should be between 3 and 30
4000359,Length,should be between 4 and 50
4000359,Width,should be between 3 and 30
4000360,Length,should be between 4 and 50
4000360,Width,should be between 3 and 30
4000365,Length,should be between 17 and 26
4000365,Width,should be between 9 and 18
4028540,Width,should be between 53 and 100
4000373,Length,should be between 4 and 50
4000373,Width,should be between 3 and 30
4000376,Length,should be between 4 and 50
4000376,Width,should be between 3 and 30
4000378,Length,should be between 4 and 50
4000378,Width,should be between 3 and 30
4113997,Length,should be between 4 and 50
4113997,Width,should be between 3 and 30
4074492,Length,should be between 4 and 50
4074492,Width,should be between 3 and 30
4000406,Length,should be between 4 and 50
4000406,Width,should be between 3 and 30
4080256,Length,should be between 4 and 50
4080256,Width,should be between 3 and 30
4000414,Length,should be between 4 and 50
4000414,Width,should be between 3 and 30
4000416,Length,should be between 4 and 50
4000416,Width,should be between 3 and 30
4000417,Length,should be between 4 and 50
4000417,Width,should be between 3 and 30
4083020,Length,should be between 4 and 50
4083020,Width,should be between 3 and 30
4000473,Length,should be between 4 and 50
4000473,Width,should be between 3 and 30
4000482,Length,should be between 4 and 50
4000482,Width,should be between 3 and 30
4000492,Length,should be between 4 and 50
4000492,Width,should be between 3 and 30
4000493,Length,should be between 4 and 50
4000493,Width,should be between 3 and 30
4101278,Length,should be between 4 and 50
4101278,Width,should be between 3 and 30
4000515,Length,should be between 4 and 50
4000515,Width,should be between 3 and 30
4000529,Length,should be between 4 and 50
4000529,Width,should be between 3 and 30
4000531,Length,should be between 4 and 50
4000531,Width,should be between 3 and 30
4114300,Length,should be between 17 and 26
4114300,Width,should be between 9 and 18
4000579,Length,should be between 4 and 50
4000579,Width,should be between 3 and 30
4000583,Length,should be between 4 and 50
4000583,Width,should be between 3 and 30
4000584,Length,should be between 4 and 50
4000584,Width,should be between 3 and 30
4000585,Length,should be between 4 and 50
4000585,Width,should be between 3 and 30
4000586,Length,should be between 4 and 50
4000586,Width,should be between 3 and 30
4000588,Length,should be between 4 and 50
4000588,Width,should be between 3 and 30
4000615,Length,should be between 4 and 50
4000615,Width,should be between 3 and 30
4000623,Length,should be between 4 and 50
4000623,Width,should be between 3 and 30
4000629,Length,should be between 4 and 50
4000629,Width,should be between 3 and 30
4000649,Length,should be between 4 and 50
4000649,Width,should be between 3 and 30
4000657,Length,should be between 4 and 50
4000657,Width,should be between 3 and 30
4000666,Length,should be between 4 and 50
4000666,Width,should be between 3 and 30
4000667,Length,should be between 4 and 50
4000667,Width,should be between 3 and 30
4000674,Length,should be between 4 and 50
4000674,Width,should be between 3 and 30
4000677,Length,should be between 4 and 50
4000677,Width,should be between 3 and 30
4117445,Length,should be between 17 and 26
4117445,Width,should be between 9 and 18
4000688,Length,should be between 4 and 50
4000688,Width,should be between 3 and 30
4000696,Length,should be between 4 and 50
4000696,Width,should be between 3 and 30
4000709,Length,should be between 4 and 50
4000709,Width,should be between 3 and 30
4000714,Length,should be between 4 and 50
4000714,Width,should be between 3 and 30
4000721,Length,should be between 4 and 50
4000721,Width,should be between 3 and 30
4000725,Length,should be between 4 and 50
4000725,Width,should be between 3 and 30
4000737,Length,should be between 4 and 50
4000737,Width,should be between 3 and 30
4000751,Length,should be between 4 and 50
4000751,Width,should be between 3 and 30
4000753,Length,should be between 4 and 50
4000753,Width,should be between 3 and 30
4000760,Length,should be between 4 and 50
4000760,Width,should be between 3 and 30
4000762,Length,should be between 4 and 50
4000762,Width,should be between 3 and 30
4000766,Length,should be between 4 and 50
4000766,Width,should be between 3 and 30
4000767,Length,should be between 4 and 50
4000767,Width,should be between 3 and 30
4118020,Length,should be between 4 and 50
4118020,Width,should be between 3 and 30
4000776,Length,should be between 4 and 50
4000776,Width,should be between 3 and 30
4000791,Length,should be between 4 and 50
4000791,Width,should be between 3 and 30
4000792,Length,should be between 4 and 50
4000792,Width,should be between 3 and 30
4000793,Length,should be between 4 and 50
4000793,Width,should be between 3 and 30
4000796,Length,should be between 4 and 50
4000796,Width,should be between 3 and 30
4000800,Length,should be between 4 and 50
4000800,Width,should be between 3 and 30
4000807,Length,should be between 4 and 50
4000807,Width,should be between 3 and 30
4000809,Length,should be between 4 and 50
4000809,Width,should be between 3 and 30
4000842,Length,should be between 4 and 50
4000842,Width,should be between 3 and 30
4000847,Length,should be between 4 and 50
4000847,Width,should be between 3 and 30
4000849,Length,should be between 4 and 50
4000849,Width,should be between 3 and 30
4000867,Length,should be between 4 and 50
4000867,Width,should be between 3 and 30
4000868,Length,should be between 4 and 50
4000868,Width,should be between 3 and 30
4000879,Length,should be between 4 and 50
4000879,Width,should be between 3 and 30
4000886,Length,should be between 4 and 50
4000886,Width,should be between 3 and 30
4000887,Length,should be between 4 and 50
4000887,Width,should be between 3 and 30
4000905,Length,should be between 4 and 50
4000905,Width,should be between 3 and 30
4000907,Length,should be between 4 and 50
4000907,Width,should be between 3 and 30
4000909,Length,should be between 4 and 50
4000909,Width,should be between 3 and 30
4000912,Length,should be between 4 and 50
4000912,Width,should be between 3 and 30
4000914,Length,should be between 4 and 50
4000914,Width,should be between 3 and 30
4000918,Length,should be between 4 and 50
4000918,Width,should be between 3 and 30
4000922,Length,should be between 4 and 50
4000922,Width,should be between 3 and 30
4000923,Length,should be between 4 and 50
4000923,Width,should be between 3 and 30
4000924,Length,should be between 4 and 50
4000924,Width,should be between 3 and 30
4000925,Length,should be between 4 and 50
4000925,Width,should be between 3 and 30
4000929,Length,should be between 4 and 50
4000929,Width,should be between 3 and 30
4000933,Length,should be between 4 and 50
4000933,Width,should be between 3 and 30
4000934,Length,should be between 4 and 50
4000934,Width,should be between 3 and 30
4000943,Length,should be between 4 and 50
4000943,Width,should be between 3 and 30
4000944,Length,should be between 4 and 50
4000944,Width,should be between 3 and 30
4000948,Length,should be between 4 and 50
4000948,Width,should be between 3 and 30
4000949,Length,should be between 4 and 50
4000949,Width,should be between 3 and 30
4000952,Length,should be between 4 and 50
4000952,Width,should be between 3 and 30
4000956,Length,should be between 4 and 50
4000956,Width,should be between 3 and 30
4000957,Length,should be between 4 and 50
4000957,Width,should be between 3 and 30
4000975,Length,should be between 4 and 50
4000975,Width,should be between 3 and 30
4000984,Length,should be between 17 and 26
4000984,Width,should be between 9 and 18
4001009,Length,should be between 4 and 50
4001009,Width,should be between 3 and 30
4001017,Length,should be between 4 and 50
4001017,Width,should be between 3 and 30
4001018,Length,should be between 4 and 50
4001018,Width,should be between 3 and 30
4001022,Length,should be between 4 and 50
4001022,Width,should be between 3 and 30
4001025,Length,should be between 4 and 50
4001025,Width,should be between 3 and 30
4001029,Length,should be between 4 and 50
4001029,Width,should be between 3 and 30
4001060,Length,should be between 4 and 50
4001060,Width,should be between 3 and 30
4001061,Length,should be between 4 and 50
4001061,Width,should be between 3 and 30
4001062,Length,should be between 4 and 50
4001062,Width,should be between 3 and 30
4001068,Length,should be between 4 and 50
4001068,Width,should be between 3 and 30
4028257,Length,should be between 4 and 50
4028257,Width,should be between 3 and 30
4028258,Length,should be between 4 and 50
4028258,Width,should be between 3 and 30
4001072,Length,should be between 4 and 50
4001072,Width,should be between 3 and 30
2001081,Length,should be between 17 and 26
2001081,Width,should be between 9 and 18
4001086,Length,should be between 17 and 26
4001086,Width,should be between 9 and 18
4001097,Length,should be between 4 and 50
4001097,Width,should be between 3 and 30
4015865,Stations,should be between 5 and 700
4001108,Length,should be between 4 and 50
4001108,Width,should be between 3 and 30
4039874,Length,should be between 4 and 50
4039874,Width,should be between 3 and 30
4001146,Length,should be between 4 and 50
4001146,Width,should be between 3 and 30
4001148,Length,should be between 4 and 50
4001148,Width,should be between 3 and 30
4001164,Length,should be between 4 and 50
4001164,Width,should be between 3 and 30
4001169,Length,should be between 4 and 50
4001169,Width,should be between 3 and 30
4001177,Length,should be between 4 and 50
4001177,Width,should be between 3 and 30
4001185,Length,should be between 4 and 50
4001185,Width,should be between 3 and 30
4001186,Length,should be between 4 and 50
4001186,Width,should be between 3 and 30
4001187,Length,should be between 4 and 50
4001187,Width,should be between 3 and 30
4113151,Length,should be between 17 and 26
4113151,Width,should be between 9 and 18
4001192,Length,should be between 4 and 50
4001192,Width,should be between 3 and 30
4116909,Length,should be between 4 and 50
4116909,Width,should be between 3 and 30
4116910,Length,should be between 4 and 50
4116910,Width,should be between 3 and 30
4001221,Length,should be between 4 and 50
4001221,Width,should be between 3 and 30
4114615,Length,should be between 4 and 50
4114615,Width,should be between 3 and 30
4001224,Length,should be between 4 and 50
4001224,Width,should be between 3 and 30
4001235,Length,should be between 4 and 50
4001235,Width,should be between 3 and 30
4001248,Length,should be between 4 and 50
4001248,Width,should be between 3 and 30
4101859,Length,should be between 4 and 50
4101859,Width,should be between 3 and 30
4001258,Length,should be between 4 and 50
4001258,Width,should be between 3 and 30
4001262,Length,should be between 4 and 50
4001262,Width,should be between 3 and 30
4001263,Length,should be between 4 and 50
4001263,Width,should be between 3 and 30
4027266,Length,should be between 4 and 50
4027266,Width,should be between 3 and 30
